name,Type,Region,Zone
IID_PVF_21076,PV,IID,CA
IID_PVF_21918,PV,IID,CA
IID_PVR_21007,RPV,IID,CA
IID_PVR_21076,RPV,IID,CA
IID_PVT_21007,PV,IID,CA
IID_PVT_21025,PV,IID,CA
IID_PVT_21038,PV,IID,CA
IID_PVT_21076,PV,IID,CA
IIDDrop1-2,Hydro,IID,CA
IIDDrop1-3,Hydro,IID,CA
ImpOilKearlOilSands,Gas CT,AESO,CAN
ImpSolarECSouth,PV,CISD,CA
ImpValleySolar1-2,PV,IID,CA
Ina_Road_Waste,PV,TEPC,AZ
IndianValley,Hydro,CIPV,CA
Indigo1,Gas CT,CISC,CA
Indigo2,Gas CT,CISC,CA
Indigo3,Gas CT,CISC,CA
IndustryMtroLnk,PV,CISC,CA
InlandEmpireEC1,Gas CC,CISC,CA
InlandEmpireEC2,Gas CC,CISC,CA
Inskip_1,Hydro,CIPV,CA
IntakePump1,Other,CISC,CA
IntakePump2,Other,CISC,CA
IntakePump3,Other,CISC,CA
IntakePump4,Other,CISC,CA
IntakePump5,Other,CISC,CA
IntakePump6,Other,CISC,CA
IntakePump7,Other,CISC,CA
IntakePump8,Other,CISC,CA
IntercontPulp,Biomass,BCHA,CAN
Interlakes_1,Hydro,AESO,CAN
Intermountain1,Coal,PAUT,UT
Intermountain2,Coal,PAUT,UT
IP_Springfield4,Biomass,BPAT,PNW
IronMountainPump1,Other,CISC,CA
IronMountainPump2,Other,CISC,CA
IronMountainPump3,Other,CISC,CA
IronMountainPump4,Other,CISC,CA
IronMountainPump5,Other,CISC,CA
IronMountainPump6,Other,CISC,CA
IronMountainPump7,Other,CISC,CA
IronMountainPump8,Other,CISC,CA
IronMountainPump9,Other,CISC,CA
Irrican,Hydro,AESO,CAN
IsabellaHydroGEN1,Hydro,CISC,CA
IsabellaHydroGEN2,Hydro,CISC,CA
Ivanpah1ST1,CSP,CISC,CA
Ivanpah2ST1,CSP,CISC,CA
Ivanpah3ST1,CSP,CISC,CA
JacksonValley,Coal,CIPV,CA
James_B_Black_1,Hydro,CIPV,CA
James_B_Black_2,Hydro,CIPV,CA
Jamie_Creek_1,Hydro,BCHA,CAN
Jamie_Creek_2,Hydro,BCHA,CAN
Jaybird_H1,Hydro,BANC,CA
Jaybird_H2,Hydro,BANC,CA
JeffrsnSmrftCC-Total,Gas CC,CIPB,CA
JerseyValley1,Geothermal,SPPC,NV
JerseyValley2,Geothermal,SPPC,NV
JHindPump1,Other,CISC,CA
JHindPump2,Other,CISC,CA
JHindPump3,Other,CISC,CA
JHindPump4,Other,CISC,CA
JHindPump5,Other,CISC,CA
JHindPump6,Other,CISC,CA
JHindPump7,Other,CISC,CA
JHindPump8,Other,CISC,CA
JHindPump9,Other,CISC,CA
Jim_Bridger_1,Coal,PAWY,COWY
Jim_Bridger_2,Coal,PAWY,COWY
Jim_Bridger_3,Coal,PAWY,COWY
Jim_Bridger_4,Coal,PAWY,COWY
Jim_Knight_1,Hydro,IPMV,PNW
JimmieCreek1,Hydro,BCHA,CAN
JimmieCreek2,Hydro,BCHA,CAN
JMShaferCC1-Total,Gas CC,PSCO,COWY
JMShaferCC2-Total,Gas CC,PSCO,COWY
JohnDay01,Hydro,BPAT,PNW
JohnDay02,Hydro,BPAT,PNW
JohnDay03,Hydro,BPAT,PNW
JohnDay04,Hydro,BPAT,PNW
JohnDay05,Hydro,BPAT,PNW
JohnDay06,Hydro,BPAT,PNW
JohnDay07,Hydro,BPAT,PNW
JohnDay08,Hydro,BPAT,PNW
JohnDay09,Hydro,BPAT,PNW
JohnDay10,Hydro,BPAT,PNW
JohnDay11,Hydro,BPAT,PNW
JohnDay12,Hydro,BPAT,PNW
JohnDay13,Hydro,BPAT,PNW
JohnDay14,Hydro,BPAT,PNW
JohnDay15,Hydro,BPAT,PNW
JohnDay16,Hydro,BPAT,PNW
JohnFeathrstone,Geothermal,IID,CA
JohnHart1_Exp,Hydro,BCHA,CAN
JohnHart2_Exp,Hydro,BCHA,CAN
JohnHart3_Exp,Hydro,BCHA,CAN
Jones_Fork,Hydro,BANC,CA
Jordan_River,Hydro,BCHA,CAN
JSEastwoodPS,Storage,CISC,CA
JSEastwoodPSInflowHY,Storage,CISC,CA
Judge_F_Carr_1,Hydro,BANC,CA
Judge_F_Carr_2,Hydro,BANC,CA
Judith_Gap,Wind,NWMT,MT
JuniperCanyon1,Wind,BPAT,PNW
JuwiSolarInc,PV,EPE,NM
K_Road_Moapa,PV,NEVP,NV
K_Road_Modesto,PV,BANC,CA
KamloopsGreen1,Biomass,BCHA,CAN
KamloopsGreen2,Biomass,BCHA,CAN
KamloopsGreen3,Biomass,BCHA,CAN
Kanaka_KAN1,Hydro,CIPV,CA
Kananaskis1_1,Hydro,AESO,CAN
Kananaskis2_HY2,Hydro,AESO,CAN
Kananaskis3_HY3,Hydro,AESO,CAN
KansasSouth,PV,CIPV,CA
KaselWitherpoonCoLS1,Hydro,IPMV,PNW
KaselWitherpoonCoLS2,Hydro,IPMV,PNW
KaselWitherpoonCoLS3,Hydro,IPMV,PNW
KaselWitherpoonCoLS4,Hydro,IPMV,PNW
KaselWitherpoonCoLS5,Hydro,IPMV,PNW
KaselWitherpoonCoUE5,Hydro,IPMV,PNW
KaselWitherpoonCoUW1,Hydro,IPMV,PNW
KaselWitherpoonCoUW2,Hydro,IPMV,PNW
KaselWitherpoonCoUW3,Hydro,IPMV,PNW
KaselWitherpoonCoUW4,Hydro,IPMV,PNW
Kaweah1,Hydro,CISC,CA
Kaweah2,Hydro,CISC,CA
Kaweah3-1,Hydro,CISC,CA
Kaweah3-2,Hydro,CISC,CA
Keephills1_Exp,Coal,AESO,CAN
Keephills2_Exp,Coal,AESO,CAN
Keephills3_1,Coal,AESO,CAN
Kekawaka,Hydro,CIPV,CA
Keller_Canyon1,Biomass,CIPV,CA
Keller_Canyon2,Biomass,CIPV,CA
Kelly_Ridge_1,Hydro,CIPV,CA
Kemano_1,Hydro,BCHA,CAN
Kemano_2,Hydro,BCHA,CAN
Kemano_3,Hydro,BCHA,CAN
Kerckhoff_2_1,Hydro,CIPV,CA
Kerckhoff_H1,Hydro,CIPV,CA
Kerckhoff_H2,Hydro,CIPV,CA
Kerckhoff_H3,Hydro,CIPV,CA
Kern_Canyon_1,Hydro,CIPV,CA
Kern_Front_KF1,CHP-QF,CIPV,CA
Kern_Front_KF2,Gas CT,CIPV,CA
KernRiver1_1,Hydro,CIPV,CA
KernRiver1-2,Hydro,CISC,CA
KernRiver1-3,Hydro,CISC,CA
KernRiver1-4,Hydro,CISC,CA
KernRiver3_1,Hydro,CIPV,CA
KernRiver3_2,Hydro,CIPV,CA
KernRiverCgn1,CHP-QF,CISC,CA
KernRiverCgn2,CHP-QF,CISC,CA
KernRiverCgn3,CHP-QF,CISC,CA
KernRiverCgn4,CHP-QF,CISC,CA
Kerr_KER1,Hydro,NWMT,MT
Kerr_KER2,Hydro,NWMT,MT
Kerr_KER3,Hydro,NWMT,MT
Keswick_1,Hydro,BANC,CA
Keswick_2,Hydro,BANC,CA
Keswick_3,Hydro,BANC,CA
KettleFalls1,Biomass,AVA,PNW
KettleFalls2,Gas CT,AVA,PNW
KettlesHills2_1,Wind,AESO,CAN
KettlesHills2_2,Wind,AESO,CAN
KettlesHills2_3,Wind,AESO,CAN
KettlesHills2_4,Wind,AESO,CAN
KettlesHills3_1,Wind,AESO,CAN
KettlesHills3_2,Wind,AESO,CAN
KettlesHills3_3,Wind,AESO,CAN
KettlesHills3_4,Wind,AESO,CAN
KettlesHills3_5,Wind,AESO,CAN
KettlesHills3_6,Wind,AESO,CAN
Kiara_Anderson,Biomass,CIPV,CA
Kiefer2_1,Biomass,CIPB,CA
Kiefer2_2,Biomass,CIPB,CA
KieferLandfillA,Biomass,BANC,CA
KieferLandfillB,Biomass,BANC,CA
KieferLandfillC,Biomass,BANC,CA
Kilarc_1,Hydro,CIPV,CA
Kilarc_2,Hydro,CIPV,CA
Kimberlina_PV,CSP,CIPV,CA
KingCityCC-Total,CHP-QF,CIPV,CA
KingCityPeaking,Gas CT,CIPV,CA
Kingman,Wind,TEPC,AZ
Kings_Estate,PV,BPAT,PNW
KingsburgCgnCC-Total,CHP-QF,CIPV,CA
KingsRiverGT1,Gas CT,CIPV,CA
KingsRiverGT2,Gas CT,CIPV,CA
KingsRiverHY,Hydro,CISC,CA
Kit_Carson_Wind,Wind,WACM,COWY
KlamathCC-Total,Gas CC,BPAT,PNW
KlamathCogenCC-Total,Gas CC,BPAT,PNW
KlamathExpGT1,Gas CT,BPAT,PNW
KlamathExpGT2,Gas CT,BPAT,PNW
KlamathExpGT3,Gas CT,BPAT,PNW
KlamathExpGT4,Gas CT,BPAT,PNW
KlondikeWind1,Wind,BPAT,PNW
KlondikeWind2,Wind,BPAT,PNW
KlondikeWind3_1,Wind,BPAT,PNW
KlondikeWind3_2,Wind,BPAT,PNW
Kohler_Hydro_1,Hydro,PSCO,COWY
Kohler_Hydro_2,Hydro,PSCO,COWY
Kokish_River_1,Hydro,BCHA,CAN
Kokish_River_2,Hydro,BCHA,CAN
Kokish_River_3,Hydro,BCHA,CAN
Koma_Kulshan,Hydro,PSEI,PNW
KookipiCreek1,Hydro,BCHA,CAN
KootenayCanal1,Hydro,BCHA,CAN
KootenayCanal2,Hydro,BCHA,CAN
KootenayCanal3,Hydro,BCHA,CAN
KootenayCanal4,Hydro,BCHA,CAN
Kortes_1,Hydro,WACM,COWY
Kortes_2,Hydro,WACM,COWY
Kortes_3,Hydro,WACM,COWY
Koyle_Ranch,Hydro,IPMV,PNW
KUCC-1,Coal,PAUT,UT
KUCC-2,Coal,PAUT,UT
KUCC-3,Coal,PAUT,UT
KUCC-4,Coal,PAUT,UT
KumeyaayWind,Wind,CISD,CA
KwoiekCreek1,Hydro,BCHA,CAN
KwoiekCreek2,Hydro,BCHA,CAN
KwoiekCreek3,Hydro,BCHA,CAN
KwoiekCreek4,Hydro,BCHA,CAN
KyoceraInternational,Steam,CISD,CA
Kyrene1,Other,SRP,AZ
Kyrene2,Other,SRP,AZ
Kyrene4,Gas CT,SRP,AZ
Kyrene5,Gas CT,SRP,AZ
Kyrene6,Gas CT,SRP,AZ
Kyrene7CC-Total,Gas CC,SRP,AZ
L_Bonnington_1,Hydro,BCHA,CAN
L_Bonnington_2,Hydro,BCHA,CAN
L_Bonnington_3,Hydro,BCHA,CAN
La_Grange_1,Hydro,TIDC,CA
La_Grange_2,Hydro,TIDC,CA
La_Joie_1,Hydro,BCHA,CAN
La_Senita_1,PV,TEPC,AZ
LA_Wilmington2,CHP-QF,LDWP,CA
Ladore_Falls_1,Hydro,BCHA,CAN
Ladore_Falls_2,Hydro,BCHA,CAN
LaGrande_1,Hydro,TPWR,PNW
LaGrande_2,Hydro,TPWR,PNW
LaGrande_3,Hydro,TPWR,PNW
LaGrande_4,Hydro,TPWR,PNW
LaGrande_5,Hydro,TPWR,PNW
LagunaBelle_Agg,Biomass,CISC,CA
Lahontan_1,Hydro,SPPC,NV
Lahontan_2,Hydro,SPPC,NV
Lahontan_3,Hydro,SPPC,NV
LaJoyaDelSol,PV,CIPV,CA
Lake_L1,Gas CT,LDWP,CA
LakeCreek_BPA1,Hydro,BPAT,PNW
LakeCreek_BPA2,Hydro,BPAT,PNW
LakeHodges1,Storage,CISD,CA
LakeHodges2,Storage,CISD,CA
LakeMathews,Hydro,CISC,CA
LakeMendocino,Hydro,CIPV,CA
LakeSide2CC-Total,Gas CC,PAUT,UT
LakeSideCC-Total,Gas CC,PAUT,UT
Lakewood_Hydro,Hydro,PSCO,COWY
LaLuzEnergyCenter1,Gas CT,PNM,NM
LaLuzEnergyCenter2,Gas CT,PNM,NM
Lamar_Plant_4,Coal,PSCO,COWY
Lamar_Plant_6,Coal,PSCO,COWY
Lamar_Plant_T1,Wind,PSCO,COWY
Lamar_Plant_T2,Wind,PSCO,COWY
Lamar_Plant_T3,Wind,PSCO,COWY
Lamar_Plant_T4,Wind,PSCO,COWY
Lambie_EC,Gas CT,CIPV,CA
LamontUprStave1,Hydro,BCHA,CAN
LamontUprStave2,Hydro,BCHA,CAN
Landfill1_NEDO,PV,PNM,NM
Landfill2_PPA,PV,PNM,NM
Lange,Gas CT,WACM,COWY
LangleyGulchCC-Total,Gas CC,IPTV,PNW
LANL_TA_3_1,Other,PNM,NM
LANL_TA_3_2,Other,PNM,NM
LANL_TA_3_3,Other,PNM,NM
LANL_TA_3_GT1,Gas CT,PNM,NM
LaPaloma1,Gas CC,CIPV,CA
LaPaloma2,Gas CC,CIPV,CA
LaPaloma3,Gas CC,CIPV,CA
LaPaloma4,Gas CC,CIPV,CA
LaramieRiver2,Coal,WACM,COWY
LaramieRiver3,Coal,WACM,COWY
Larkspur1,Gas CT,CISD,CA
Larkspur2,Gas CT,CISD,CA
LaRosita1CC-Total,Gas CC,CFE,MX
LaRosita2CC-Total,Gas CC,CISD,CA
Lassen_QF,Coal,CIPV,CA
Lassen1,CHP-QF,CIPV,CA
LasVegasCg1CC-Total,Gas CC,NEVP,NV
LasVegasCg2CC1-Total,Gas CC,NEVP,NV
LasVegasCg2CC2-Total,Gas CC,NEVP,NV
LasVegasSolarEC,PV,PNM,NM
LateralVentures,Hydro,IPMV,PNW
LDWP_PVF_26041,PV,LDWP,CA
LDWP_PVR_26013,RPV,LDWP,CA
LDWP_PVR_26025,RPV,LDWP,CA
LDWP_PVR_26063,RPV,LDWP,CA
LDWP_PVR_26066,RPV,LDWP,CA
LDWP_PVR_26068,RPV,LDWP,CA
LDWP_PVR_26070,RPV,LDWP,CA
LDWP_PVR_26078,RPV,LDWP,CA
LDWP_PVR_26081,RPV,LDWP,CA
LDWP_PVR_26082,RPV,LDWP,CA
LDWP_PVR_26086,RPV,LDWP,CA
LDWP_PVR_26087,RPV,LDWP,CA
LDWP_PVR_26093,RPV,LDWP,CA
LDWP_PVR_26103,RPV,LDWP,CA
LDWP_PVR_27031,RPV,LDWP,CA
LDWP_PVT_26003,PV,LDWP,CA
LDWP_PVT_26104,PV,LDWP,CA
Leaburg_1,Hydro,BPAT,PNW
Leaburg_2,Hydro,BPAT,PNW
LeaningJunipr1,Wind,BPAT,PNW
LeaningJunipr2A,Wind,BPAT,PNW
LeaningJunipr2B,Wind,BPAT,PNW
LeaningJunipr3,Wind,BPAT,PNW
Lemolo_2_1,Hydro,PACW,PNW
Lemolo1-1,Hydro,PACW,PNW
Lemoyne_1,Hydro,IPMV,PNW
Lethbridge_EC,Gas CT,AESO,CAN
Lewiston_1,Hydro,CIPV,CA
Libby_1,Hydro,BPAT,PNW
Libby_2,Hydro,BPAT,PNW
Libby_3,Hydro,BPAT,PNW
Libby_4,Hydro,BPAT,PNW
Libby_5,Hydro,BPAT,PNW
LimeSaddle1,Hydro,CIPV,CA
LimeSaddle2,Hydro,CIPV,CA
LimeWind,Wind,IPTV,PNW
Limon1,Gas CT,WACM,COWY
Limon2,Gas CT,WACM,COWY
LimonWind1,Wind,PSCO,COWY
LimonWind2,Wind,PSCO,COWY
Lincoln4,Biomass,CIPV,CA
LincolnLF1,Biomass,CIPV,CA
LincolnLF2,Biomass,CIPV,CA
LincolnLF3,Biomass,CIPV,CA
LincolnLF4,Biomass,CIPV,CA
LincolnLF5,Biomass,CIPV,CA
LincolnLF6,Biomass,CIPV,CA
LindenWind,Wind,BPAT,PNW
LindeWilmingtn1,CHP-QF,LDWP,CA
Lithehipe_Agg,Gas CT,CISC,CA
Little_Falls_1,Hydro,AVA,PNW
Little_Falls_2,Hydro,AVA,PNW
Little_Falls_3,Hydro,AVA,PNW
Little_Falls_4,Hydro,AVA,PNW
Little_Goose_1,Hydro,BPAT,PNW
Little_Goose_2,Hydro,BPAT,PNW
Little_Goose_3,Hydro,BPAT,PNW
Little_Goose_4,Hydro,BPAT,PNW
Little_Goose_5,Hydro,BPAT,PNW
Little_Goose_6,Hydro,BPAT,PNW
LittleMac1,Hydro,IPMV,PNW
LittleMac2,Hydro,IPMV,PNW
LittleMac3,Hydro,IPMV,PNW
LittleMac4,Hydro,IPMV,PNW
LittlewoodArksh,Hydro,IPMV,PNW
LittleWoodHydro,Hydro,IPMV,PNW
LiveOakCogen,CHP-QF,CIPV,CA
Lockwood1,Biomass,SPPC,NV
Lockwood2,Biomass,SPPC,NV
Lodi_1,Gas CT,CIPV,CA
LodiEnergyCC-Total,Gas CC,CIPV,CA
LodiSTIG,Gas CT,CIPV,CA
Log_Creek_1,Hydro,BCHA,CAN
LoganCity1,Gas CT,PAUT,UT
LoganCity2,Gas CT,PAUT,UT
LoganCity3,Gas CT,PAUT,UT
LoganWind,Wind,PSCO,COWY
LomaLindaCC-Total,Gas CC,CISC,CA
Long_Lake_1,Hydro,AVA,PNW
Long_Lake_2,Hydro,AVA,PNW
Long_Lake_3,Hydro,AVA,PNW
Long_Lake_4,Hydro,AVA,PNW
LongBeach_GT1,Gas CT,CISC,CA
LongBeach_GT2,Gas CT,CISC,CA
LongBeach_GT3,Gas CT,CISC,CA
LongBeach_GT4,Gas CT,CISC,CA
LongLake1,Hydro,BCHA,CAN
LongLake2,Hydro,BCHA,CAN
LONGLAKEG1-2,Gas CT,AESO,CAN
LONGLAKEG2_1,Gas CT,AESO,CAN
LONGLAKEGT3_1,Gas CT,AESO,CAN
LONGLAKEGT4_1,Gas CT,AESO,CAN
Longmont_1,Hydro,PSCO,COWY
Longmont_2,Hydro,PSCO,COWY
LongviewFibre4,Biomass,BPAT,PNW
LongviewFibre6,Biomass,BPAT,PNW
LongviewFibre7,Biomass,BPAT,PNW
Lookout_Point_1,Hydro,BPAT,PNW
Lookout_Point_2,Hydro,BPAT,PNW
Lookout_Point_3,Hydro,BPAT,PNW
Loon_Lake_H1,Hydro,BANC,CA
Lopez_Canyon_1,Biomass,LDWP,CA
Lordsburg1,Gas CT,PNM,NM
Lordsburg2,Gas CT,PNM,NM
LOS_BANOS_QF,Hydro,CIPV,CA
LosAlamosPVSite1,PV,PNM,NM
LosEsterosCC-Total,Gas CC,CIPB,CA
LosLunasSolar1,PV,PNM,NM
LosLunasSolar2,PV,PNM,NM
LosMedanosCC-Total,Gas CC,CIPB,CA
LostCreek_CA,Hydro,CIPV,CA
LostCreek_OR1,Hydro,BPAT,PNW
LostCreek_OR2,Hydro,BPAT,PNW
LostHillsCogen4,Gas CT,CIPV,CA
LostHillsCogen5,Gas CT,CIPV,CA
LostHillsCogen6,Gas CT,CIPV,CA
LOTTWWTP,Biomass,PSEI,PNW
Lowe1_1,Gas CT,AESO,CAN
Lower_Baker_3,Hydro,PSEI,PNW
Lower_Clowhom_1,Hydro,BCHA,CAN
Lower_Granite_1,Hydro,BPAT,PNW
Lower_Granite_2,Hydro,BPAT,PNW
Lower_Granite_3,Hydro,BPAT,PNW
Lower_Granite_4,Hydro,BPAT,PNW
Lower_Granite_5,Hydro,BPAT,PNW
Lower_Granite_6,Hydro,BPAT,PNW
Lower_Malad_1,Hydro,IPMV,PNW
Lower_Salmon_1,Hydro,IPMV,PNW
Lower_Salmon_2,Hydro,IPMV,PNW
Lower_Salmon_3,Hydro,IPMV,PNW
Lower_Salmon_4,Hydro,IPMV,PNW
LowerBaker4,Hydro,PSEI,PNW
LowerBear1,Hydro,BCHA,CAN
LowerBear2,Hydro,BCHA,CAN
LowerMonumentl1,Hydro,BPAT,PNW
LowerMonumentl2,Hydro,BPAT,PNW
LowerMonumentl3,Hydro,BPAT,PNW
LowerMonumentl4,Hydro,BPAT,PNW
LowerMonumentl5,Hydro,BPAT,PNW
LowerMonumentl6,Hydro,BPAT,PNW
LowerNo12,Hydro,BPAT,PNW
LowerNo21,Hydro,BPAT,PNW
LowGap_QF,Hydro,CIPV,CA
LowLineMdwy2SoForks1,Hydro,IPMV,PNW
LowLineMdwy2SoForks2,Hydro,IPMV,PNW
LowLineMidway1,Hydro,IPTV,PNW
LowLineRapids,Hydro,IPMV,PNW
Loyalton_1,Biomass,SPPC,NV
LSRW_DutchFlats,Wind,PSEI,PNW
LSRW_KuhlRidge,Wind,PSEI,PNW
LuckyPeak131,Hydro,IPTV,PNW
LuckyPeak132,Hydro,IPTV,PNW
LuckyPeak133,Hydro,IPTV,PNW
Luke_AFB,PV,AZPS,AZ
LunaCC-Total,Gas CC,PNM,NM
Lund_Hill,Wind,BPAT,PNW
Lundy1,Hydro,CISC,CA
Lundy2,Hydro,CISC,CA
LytleCreek1,Hydro,CISC,CA
LytleCreek2,Hydro,CISC,CA
MachoSprings_PV,PV,EPE,NM
MachoSprings_W,Wind,TEPC,AZ
MACKAY1_1,Gas CT,AESO,CAN
MacleodG1_1,Wind,AESO,CAN
MacleodG2_2,Wind,AESO,CAN
Madera_Pwr_1,Biomass,CIPV,CA
Madison_MAD1,Hydro,NWMT,MT
Madison_MAD2,Hydro,NWMT,MT
Madison_MAD3,Hydro,NWMT,MT
Madison_MAD4,Hydro,NWMT,MT
MagicDam1,Hydro,IPMV,PNW
MagicDam2,Hydro,IPMV,PNW
MagicDam3,Hydro,IPMV,PNW
MagnoliaCC-Total,Gas CC,LDWP,CA
Magrath,Wind,AESO,CAN
MAHKESESG1_1,Gas CT,AESO,CAN
MAHKESESG2_2,Gas CT,AESO,CAN
MainCanal,Hydro,TPWR,PNW
MainlineWind,Wind,IPTV,PNW
Malad_River_1,Hydro,IPMV,PNW
MalburgCC-Total,Gas CC,CISC,CA
MammothPool1,Hydro,CISC,CA
MammothPool2,Hydro,CISC,CA
Mamquam_1,Hydro,BCHA,CAN
Mamquam_2,Hydro,BCHA,CAN
MamthPacfc1_1,Geothermal,CISC,CA
MamthPacfc1-2,Geothermal,CISC,CA
MamthPacfc2_1,Geothermal,CISC,CA
MamthPacfc2_2,Geothermal,CISC,CA
MamthPacfc2_3,Geothermal,CISC,CA
MamthPacfc2_T1,Geothermal,CISC,CA
MamthPacfc2_T2,Geothermal,CISC,CA
MamthPacfc2_T3,Geothermal,CISC,CA
MamthPoolFshwtr,Hydro,CISC,CA
Manchief1,Gas CT,PSCO,COWY
Manchief2,Gas CT,PSCO,COWY
ManitouSprings1,Hydro,WACM,COWY
ManitouSprings2,Hydro,WACM,COWY
ManitouSprings3,Hydro,WACM,COWY
ManzanaWind,Wind,CISC,CA
ManzanoSolar,PV,PNM,NM
MarchPointCC-Total,Gas CC,PSEI,PNW
Marco_Ranch_1,Hydro,IPMV,PNW
Marco_Ranch_2,Hydro,IPMV,PNW
Marco_Ranch_3,Hydro,IPMV,PNW
Marco_Ranch_4,Hydro,IPMV,PNW
MarengoWind1,Wind,PACW,PNW
MarengoWind2,Wind,PACW,PNW
MarianiPackingSolar,PV,CIPV,CA
Maricopa_Solar,PV,SRP,AZ
MarinaLandfillU1,Biomass,CIPV,CA
MarinaLandfillU2,Biomass,CIPV,CA
MarinaLandfillU3,Biomass,CIPV,CA
MarinaLandfillU4,Biomass,CIPV,CA
Marion_Inc,Biomass,PGE,PNW
Marion3_Creek,Hydro,BCHA,CAN
Mariposa1,Gas CT,CIPB,CA
Mariposa2,Gas CT,CIPB,CA
Mariposa3,Gas CT,CIPB,CA
Mariposa4,Gas CT,CIPB,CA
MarshLanding1,Gas CT,CIPB,CA
MarshLanding2,Gas CT,CIPB,CA
MarshLanding3,Gas CT,CIPB,CA
MarshLanding4,Gas CT,CIPB,CA
Martin_Drake_5,Coal,WACM,COWY
Martin_Drake_6,Coal,WACM,COWY
Martin_Drake_7,Coal,WACM,COWY
MartinezCC-Total,Gas CC,CIPB,CA
MartinezRegen,Steam,CIPB,CA
Marys_Lake_1,Hydro,WACM,COWY
Maxim_Burdett,Gas CT,AESO,CAN
Maxim_Coaldale,Gas CT,AESO,CAN
Maxim_FtMcLeod,Gas CT,AESO,CAN
Maxim_Taber,Gas CT,AESO,CAN
Maxwell_Hydro,Hydro,PSCO,COWY
Mayfield_41,Hydro,TPWR,PNW
Mayfield_42,Hydro,TPWR,PNW
Mayfield_43,Hydro,TPWR,PNW
Mayfield_44,Hydro,TPWR,PNW
McBride_Lake_1,Wind,AESO,CAN
McBride_Lake_2,Wind,AESO,CAN
McBride_Lake_3,Wind,AESO,CAN
McBride_Lake_4,Wind,AESO,CAN
McCall_QF,Hydro,CIPV,CA
McClellan_1,Gas CT,BANC,CA
McClure_1,Gas CT,BANC,CA
McClure_2,Gas CT,BANC,CA
McFaddenRidge,Wind,PAWY,COWY
McGinnessHills1,Geothermal,SPPC,NV
McGinnessHills2,Geothermal,SPPC,NV
McGinnessHills3,Geothermal,SPPC,NV
McGrathPeaker,Gas CT,CISC,CA
McKittrick_Ltd,CHP-QF,CIPV,CA
McKittrick1_RP,Gas CT,CIPV,CA
McKittrick2_RP,Gas CT,CIPV,CA
McLymontCreek,Hydro,BCHA,CAN
McNair_Creek_1,Hydro,BCHA,CAN
McNary01,Hydro,BPAT,PNW
McNary02,Hydro,BPAT,PNW
McNary03,Hydro,BPAT,PNW
McNary04,Hydro,BPAT,PNW
McNary05,Hydro,BPAT,PNW
McNary06,Hydro,BPAT,PNW
McNary07,Hydro,BPAT,PNW
McNary08,Hydro,BPAT,PNW
McNary09,Hydro,BPAT,PNW
McNary10,Hydro,BPAT,PNW
McNary11,Hydro,BPAT,PNW
McNary12,Hydro,BPAT,PNW
McNary13,Hydro,BPAT,PNW
McNary14,Hydro,BPAT,PNW
McNaryFishway,Hydro,BPAT,PNW
McPhee_1,Hydro,WALC,AZ
McSwain_1,Hydro,CIPV,CA
MeadowCreek_5P,Wind,PAID,PNW
MEANKimballWind,Wind,WACM,COWY
Mears_Creek_1,Hydro,BCHA,CAN
Mecca_1,Biomass,IID,CA
Medicine_Bow_1,Wind,PSCO,COWY
MedicineHat10,Gas CT,AESO,CAN
MedicineHat11,Gas CT,AESO,CAN
MedicineHat12,Other,AESO,CAN
MedicineHat13,Gas CT,AESO,CAN
MedicineHat15,Gas CT,AESO,CAN
MEG_ChristinaLk,Gas CT,AESO,CAN
MEG_ChristingLk,Gas CT,AESO,CAN
Meikle_Wind_1,Wind,BCHA,CAN
Mendota,Biomass,CIPV,CA
MenloPark1,Biomass,CIPB,CA
MenloPark2,Biomass,CIPB,CA
MenloPark3,Biomass,CIPB,CA
MenloPark4,Biomass,CIPB,CA
Merced_Falls_1,Hydro,CIPV,CA
MerrittGreen,Biomass,BCHA,CAN
Merwin_1,Hydro,PACW,PNW
Merwin_2,Hydro,PACW,PNW
Merwin_3,Hydro,PACW,PNW
MESA_QF,Hydro,CIPV,CA
Mesa_South_Agg,Biomass,CISC,CA
MesquiteCC1-Total,Gas CC,SRP,AZ
MesquiteCC2-Total,Gas CC,SRP,AZ
MesquiteRecvry,Biomass,IID,CA
MesquiteSolar11,PV,SRP,AZ
MesquiteSolar110,PV,SRP,AZ
MesquiteSolar111,PV,SRP,AZ
MesquiteSolar112,PV,SRP,AZ
MesquiteSolar12,PV,SRP,AZ
MesquiteSolar13,PV,SRP,AZ
MesquiteSolar14,PV,SRP,AZ
MesquiteSolar15,PV,SRP,AZ
MesquiteSolar16,PV,SRP,AZ
MesquiteSolar17,PV,SRP,AZ
MesquiteSolar18,PV,SRP,AZ
MesquiteSolar19,PV,SRP,AZ
Metcalf_QF,Hydro,CIPB,CA
MetcalfEnrgyCC-Total,Gas CC,CIPB,CA
Mexicali1,Other,CFE,MX
Mexicali2,Other,CFE,MX
Mexicali3,Other,CFE,MX
MeyersFalls1,Hydro,AVA,PNW
MeyersFalls2,Hydro,AVA,PNW
Mica_1,Hydro,BCHA,CAN
Mica_2,Hydro,BCHA,CAN
Mica_3,Hydro,BCHA,CAN
Mica_4,Hydro,BCHA,CAN
Mica_G5_5,Hydro,BCHA,CAN
Mica_G6_6,Hydro,BCHA,CAN
MichellButte,Hydro,IPTV,PNW
Mid_Set_Cogen,CHP-QF,CIPV,CA
